Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,Hour
5,0,1,4,0,2,0,2,1,7,2,5,5,0,0,3,2,6,1.0640508404806666,0.898326625534196,2,1,1,0,2,5,10,16
4,0,1,4,0,1,5,1,2,8,2,5,0,0,1,3,2,6,-0.059060765005841856,2.434474261401353,2,0,1,2,2,5,3,17
5,0,1,3,0,1,6,2,2,8,4,5,1,0,1,0,2,6,-1.510941766626499,0.030329838329074987,2,0,1,0,1,5,12,21
1,2,1,1,0,0,7,2,1,6,4,5,1,0,0,3,2,6,-0.910145002197806,-0.33882734527409464,1,0,1,0,2,5,5,9
4,0,1,3,0,1,13,2,3,6,4,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,8,20
4,0,1,4,1,3,5,2,1,6,1,3,1,0,1,3,2,1,-0.059060765005841856,2.434474261401353,1,1,1,1,1,5,0,19
3,0,1,1,0,1,0,0,1,10,4,5,1,0,0,0,2,6,-0.059060765005841856,0.40226147609742036,2,0,1,0,2,5,1,20
2,2,1,3,0,2,0,1,1,10,4,5,1,0,0,3,2,6,-1.1738370906405762,-0.08318541501131915,1,1,0,0,2,5,10,14
2,0,1,0,1,1,0,0,3,7,4,5,5,0,0,2,2,6,-0.059060765005841856,2.434474261401353,2,0,0,1,2,5,10,17
2,0,1,4,0,2,0,1,1,6,3,5,4,0,3,3,3,6,-0.059060765005841856,2.434474261401353,2,0,1,0,2,5,10,17
1,2,1,3,0,1,0,2,1,7,2,5,1,0,0,0,2,6,-0.059060765005841856,1.2134292611699473,2,0,1,2,2,5,0,4
6,0,1,3,0,0,7,2,1,6,0,5,5,0,0,0,2,2,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,20
4,1,1,1,0,1,5,2,1,6,4,5,1,0,0,3,2,1,-0.059060765005841856,0.037982349662316395,2,0,1,0,2,5,10,6
3,1,1,3,0,1,0,1,2,8,2,5,5,0,0,1,2,6,-0.059060765005841856,0.21926902355007938,1,0,1,0,2,5,12,17
2,2,1,4,0,3,13,2,1,8,2,1,1,0,0,0,2,1,-0.059060765005841856,1.2412274596693322,2,0,0,0,2,4,15,3
0,1,1,4,0,2,5,2,1,6,2,5,5,0,1,3,2,4,-0.059060765005841856,0.684887982430304,2,0,0,4,2,5,10,7
1,2,1,2,0,1,1,2,1,6,4,5,1,0,0,1,2,5,-0.059060765005841856,0.9925836206945111,3,0,1,0,2,5,1,5
3,0,1,4,0,3,4,2,1,7,4,5,1,0,0,0,2,1,-0.3863868613683876,1.7629187277011134,1,0,1,0,1,5,8,20
3,0,1,4,0,3,5,2,1,6,4,5,1,0,0,0,2,1,-1.207375456569385,0.07854513103757987,0,0,1,0,1,5,5,20
3,1,1,4,0,1,0,2,1,6,2,5,2,0,0,3,2,6,-0.7169904328185798,-0.0012962414808520006,4,0,0,1,2,5,7,9
5,1,1,4,0,0,0,2,2,6,2,5,5,0,0,2,2,6,1.16597237551741,0.29351208167072274,7,0,1,0,2,5,10,16
2,0,1,4,0,1,0,0,0,7,4,5,5,0,0,2,2,6,-0.059060765005841856,2.307958995818578,2,0,1,0,2,5,2,17
1,1,1,4,0,1,0,2,1,6,2,5,1,0,0,2,2,6,-0.059060765005841856,0.6683425435453917,5,0,1,1,2,5,5,7
5,0,1,4,0,1,0,2,1,8,4,5,5,0,0,3,2,1,-0.059060765005841856,0.7100604961633181,2,0,1,0,1,5,2,11
2,0,1,4,0,1,0,1,1,8,4,5,5,0,2,2,2,6,-0.059060765005841856,2.434474261401353,1,0,1,0,2,5,3,18
1,2,1,1,0,0,7,2,1,6,4,5,1,0,0,3,2,6,-0.2816734904052671,-0.12392772569626898,1,0,1,0,2,5,6,10
1,0,1,4,0,2,6,2,1,5,1,4,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,0,3,2,5,10,7
5,0,1,4,0,2,0,2,1,7,2,5,5,0,0,3,2,6,1.2869534123030493,0.5934493034043644,2,1,1,0,2,5,10,16
3,0,1,1,0,1,0,2,0,6,4,5,5,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,18
3,1,1,1,0,1,0,2,0,6,4,5,5,0,0,0,2,6,-1.1984494519552773,0.09685808518040717,2,0,1,0,2,5,10,18
2,0,1,4,0,1,0,2,1,6,4,5,5,0,0,2,2,6,-0.059060765005841856,2.434474261401353,1,1,1,0,2,5,1,18
3,0,1,4,0,2,7,1,1,1,2,5,0,0,0,0,2,6,-0.059060765005841856,2.434474261401353,2,0,0,1,2,5,2,21
4,0,1,3,0,2,6,2,2,6,1,5,5,0,2,0,2,6,0.7617021161231037,-0.5442638586190858,2,0,0,0,2,5,10,19
3,1,1,1,0,2,0,0,1,8,2,5,0,0,0,0,2,1,-0.059060765005841856,2.434474261401353,2,0,0,0,2,5,9,21
3,0,0,4,0,1,2,2,1,6,4,5,5,0,0,1,2,3,-0.059060765005841856,-0.13094632042469645,2,0,1,3,2,5,4,0
2,0,1,4,0,2,8,2,1,6,4,5,2,0,1,3,2,6,-0.059060765005841856,3.027207909871225,2,0,1,0,2,5,11,12
4,0,1,2,0,1,0,2,1,6,4,5,5,0,0,3,2,2,-0.059060765005841856,-0.438027007489054,2,0,1,0,1,5,1,15
2,1,1,2,0,3,0,1,1,8,3,5,5,0,0,3,2,6,0.29885882091824256,1.1967874276233526,1,0,1,0,2,5,11,17
1,1,1,2,0,2,0,1,1,7,3,5,5,0,0,2,2,6,-0.3449440094008054,1.6370714523489212,1,0,1,0,2,5,12,17
1,2,1,2,0,0,7,2,1,6,4,5,1,0,0,3,2,6,-0.9476839824355306,-0.15906299819617065,2,0,1,0,2,5,6,9
2,1,1,4,0,2,11,2,1,6,4,5,1,1,0,1,2,4,-0.059060765005841856,1.8157854060751175,2,1,1,0,2,5,1,20
1,2,1,1,0,2,0,2,1,6,2,5,5,0,0,2,2,1,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,21
2,1,1,4,0,2,0,2,1,6,4,5,2,1,1,3,2,0,-0.059060765005841856,0.7860385046825642,2,1,1,0,2,5,9,15
1,1,1,1,0,2,4,2,2,7,5,5,1,0,0,3,2,6,-0.7074127522261406,-0.2695050568686828,1,0,1,0,2,5,10,13
5,0,0,4,0,1,5,1,1,7,4,5,0,0,0,2,2,6,-0.2105596304766802,2.1236530265934728,2,2,1,1,2,5,5,20
3,0,1,1,0,1,0,0,1,10,4,5,0,0,0,0,2,6,-0.059060765005841856,-0.3203861750004856,2,0,1,0,2,5,1,20
4,0,1,3,0,1,0,2,0,6,4,5,5,0,0,3,2,4,-0.059060765005841856,-0.5442638586190858,2,0,1,0,1,5,0,16
4,0,1,4,0,1,10,2,3,7,4,5,0,0,0,0,2,6,-0.9516153383243144,0.06613656418291203,2,0,1,0,2,5,10,21
1,1,1,4,0,1,0,2,1,7,2,5,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,0,2,2,5,8,9
6,0,1,4,0,3,0,2,1,7,2,5,5,0,0,3,2,6,0.8597962607450892,0.26638656966797647,2,1,0,0,2,5,10,15
4,0,1,3,0,1,0,2,1,6,2,5,3,0,1,3,2,1,-0.059060765005841856,1.169571076626221,2,0,1,2,1,5,3,17
0,0,0,3,0,1,0,0,2,6,3,3,5,0,3,0,2,6,-0.9418680932855444,-0.5442638586190858,2,1,0,0,2,2,2,22
4,0,1,4,0,3,3,1,2,6,2,5,1,0,0,1,2,1,-0.7655547583107944,0.9052079555818231,2,2,0,3,2,1,9,3
3,0,1,4,0,1,8,2,1,6,3,5,1,0,2,3,2,6,-0.059060765005841856,1.015838503031107,2,1,0,0,2,1,0,15
2,1,1,4,0,2,11,2,1,6,4,5,1,1,1,3,2,6,-0.059060765005841856,0.9983702199948427,2,2,0,0,2,3,0,18
6,1,1,3,0,2,6,2,2,7,2,5,1,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,1,0,2,2,1,9,6
4,0,1,2,0,1,13,2,2,6,4,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,7,19
3,0,1,2,0,2,5,2,2,6,1,5,3,0,0,3,2,6,0.5161057192294362,0.44864884805439376,9,0,1,0,2,5,1,11
5,0,1,2,0,2,0,2,0,7,2,5,5,0,0,1,2,6,0.12276339620918963,0.014365468897056421,2,1,1,0,2,5,11,16
3,0,1,3,0,1,0,1,1,6,4,5,0,0,0,0,2,6,-0.059060765005841856,1.9075223228278622,2,0,0,0,2,5,2,21
1,2,1,1,0,0,7,2,1,6,4,5,1,0,0,3,2,6,-1.2897541027874357,-0.4686309239157327,1,0,1,0,2,5,4,9
2,0,1,4,0,2,8,2,1,6,4,5,2,0,1,3,2,6,-0.059060765005841856,3.0690891932873177,2,0,1,0,2,5,11,12
4,0,0,4,0,1,5,2,2,5,4,6,1,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,1,1,0,2,5,9,22
3,0,1,3,0,1,9,2,1,6,3,5,1,0,0,3,2,6,-0.14472658467141375,3.193046327819608,2,0,1,0,2,5,11,11
0,1,1,2,0,1,3,2,1,6,2,5,5,1,0,0,2,5,-1.510941766626499,2.434474261401353,2,0,0,0,2,5,14,17
0,1,1,1,0,1,4,2,1,6,0,5,1,0,0,3,2,6,1.1185235213411775,0.44864884805439376,7,0,1,0,2,5,1,12
4,2,1,1,0,1,3,2,1,6,2,5,3,0,2,0,2,6,-0.059060765005841856,-0.03485907499287466,2,0,1,0,2,5,0,5
2,1,1,3,0,3,6,0,1,0,4,5,1,0,0,0,2,6,-0.059060765005841856,2.3815221590311113,2,0,1,3,2,5,1,20
3,0,1,4,0,0,13,0,2,7,5,5,1,0,0,0,2,6,-1.4607068538028383,-0.4755545316073402,3,2,0,3,2,2,0,21
4,0,1,1,0,1,0,2,0,6,3,5,5,0,0,0,2,6,-1.0812164944788862,-0.39732355062628055,2,0,1,0,2,5,11,17
1,1,1,1,0,3,9,0,1,7,2,5,5,0,0,2,2,5,-0.1851063889741731,1.527761664460725,2,0,0,2,2,5,9,17
0,1,1,3,0,0,8,2,1,6,4,5,1,0,0,3,2,6,0.16276317837819,0.44864884805439376,1,0,1,0,2,5,10,9
4,1,1,1,1,2,6,1,1,1,2,5,0,0,0,3,2,3,-0.059060765005841856,1.9583422823662282,2,0,1,0,2,5,1,20
2,1,1,2,0,2,0,1,1,8,4,5,4,0,0,2,2,6,-0.059060765005841856,1.516941567035229,1,0,1,0,2,5,12,18
2,0,1,4,0,2,7,2,2,2,2,3,4,0,0,2,2,5,-0.059060765005841856,-0.4836422096255901,2,1,1,0,2,5,15,0
4,0,1,2,0,1,13,2,2,6,4,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,7,19
3,0,1,4,0,1,0,2,2,7,4,5,1,0,0,0,2,6,-0.059060765005841856,2.434474261401353,6,0,0,0,2,5,0,21
2,0,1,2,0,0,0,2,0,6,3,5,5,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,11,19
3,1,1,4,0,2,4,2,1,7,4,5,1,0,0,0,2,2,-0.059060765005841856,2.434474261401353,2,0,1,0,2,5,8,21
3,1,1,4,0,3,0,2,1,6,1,5,0,0,0,0,2,1,-0.059060765005841856,2.434474261401353,2,0,1,0,1,5,0,20
2,0,1,3,0,1,0,2,1,5,3,5,5,0,0,2,2,6,-0.059060765005841856,2.297268793927188,2,1,1,0,2,5,0,18
3,0,1,4,0,2,0,2,0,6,4,5,1,0,0,0,2,5,-0.059060765005841856,2.434474261401353,2,0,1,3,2,5,2,21
4,0,1,4,0,1,12,2,3,6,4,5,0,0,0,0,2,6,-0.2130294631744163,-0.43896771060771134,2,0,1,0,2,5,9,21
5,1,1,1,1,2,7,1,1,1,2,5,0,0,0,3,2,2,-0.059060765005841856,2.2123414828892694,2,0,1,0,2,5,1,20
3,2,1,1,0,2,5,2,1,6,4,3,5,0,0,2,2,5,-1.510941766626499,-0.5442638586190858,2,0,1,1,2,5,3,14
2,0,1,4,0,1,6,2,1,8,0,5,1,0,0,0,2,3,-1.1265313372136947,2.1715835702801614,2,0,1,0,2,5,1,1
1,1,1,4,0,2,5,2,1,6,1,5,5,0,1,3,2,2,-0.9611725376643794,-0.5442638586190858,2,0,0,2,2,5,10,8
4,0,1,3,0,1,0,2,0,6,4,5,5,0,0,3,2,4,-0.059060765005841856,-0.5442638586190858,2,0,1,0,1,5,0,16
2,1,1,4,0,2,0,2,1,7,3,5,4,1,2,3,2,0,-0.059060765005841856,2.0232418642996004,2,0,1,0,2,5,9,15
1,0,1,2,0,2,0,2,1,4,2,5,3,0,1,0,2,6,-0.059060765005841856,0.9204191281291432,2,0,1,0,2,5,1,22
5,0,1,3,0,2,5,2,2,6,1,5,4,0,0,3,2,6,0.12640652647630835,0.44864884805439376,9,0,1,0,2,5,1,11
2,0,1,0,1,1,0,0,3,7,4,5,5,0,0,1,2,6,-0.06628022197619819,2.419662529820429,2,0,0,0,2,5,11,18
2,2,1,4,0,2,2,1,1,5,3,5,1,0,0,0,2,4,-0.526750661508733,1.761405426575613,2,1,1,0,2,3,3,2
3,2,1,4,0,2,0,2,1,8,4,5,2,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,0,1,2,5,9,12
2,1,1,0,0,0,0,2,1,6,4,5,1,1,0,3,2,2,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,9,11
1,1,1,1,1,1,4,2,1,2,2,5,5,0,0,2,2,6,-0.30438821944885003,1.1060123650347553,2,0,1,0,2,5,0,18
2,1,1,2,0,1,0,2,1,6,3,5,1,0,1,1,2,6,-0.7366758747693273,-0.014758725959650332,4,0,1,0,1,5,1,10
2,0,1,1,0,0,0,2,1,3,4,5,5,0,3,3,2,6,-0.059060765005841856,2.434474261401353,2,0,1,3,2,5,10,15
3,0,1,4,0,0,0,1,2,8,3,5,1,0,0,0,2,6,-0.059060765005841856,1.4332950920958551,2,0,1,0,2,5,14,20
0,1,1,2,0,0,8,2,1,6,4,5,1,0,0,3,2,6,0.4915097972460298,0.44864884805439376,1,0,1,0,2,5,10,10
0,1,1,1,0,2,0,2,1,1,4,5,1,0,0,3,2,6,1.3928202366148152,0.44864884805439376,0,1,0,0,2,5,11,13
3,0,1,4,0,2,0,1,1,6,0,5,1,0,1,3,2,6,-0.059060765005841856,0.8456771609865155,4,0,1,1,2,5,10,15
5,0,1,4,0,2,5,2,2,6,2,5,3,0,0,3,2,6,-0.059060765005841856,1.2142013553316053,7,0,1,1,2,5,1,11
2,0,1,4,0,2,0,2,1,6,4,5,1,0,0,0,2,6,-0.059060765005841856,2.434474261401353,2,0,0,0,2,5,0,20
1,0,1,2,0,2,0,2,1,4,2,5,5,0,1,0,2,6,-0.059060765005841856,0.5148071367936076,2,0,1,0,2,5,0,20
4,0,1,3,0,2,5,2,2,6,1,5,4,0,0,3,2,6,0.27427268698841595,0.44864884805439376,9,0,1,0,2,5,1,11
1,1,1,1,1,2,5,0,1,0,3,5,1,0,0,2,2,6,-0.3143157946268205,1.0924338203335573,2,0,1,0,2,5,0,20
3,0,0,4,0,1,4,2,1,6,4,6,1,0,0,0,2,4,-1.0425963241138128,0.4166127017829915,2,1,1,0,2,5,9,22
1,1,1,4,0,2,4,2,1,6,2,5,5,0,3,3,2,1,-1.4128630192267133,-0.3430415109766244,2,0,1,0,2,5,9,9
5,1,1,4,0,3,6,2,2,7,2,5,1,0,0,3,2,1,-0.10683857243230979,-0.5442638586190858,2,1,0,2,2,1,9,6
3,0,1,4,0,2,7,2,1,3,2,5,0,0,0,0,2,4,-0.059060765005841856,2.434474261401353,2,0,0,0,2,5,3,21
4,0,1,2,0,0,2,1,1,8,4,5,0,0,1,0,2,6,-0.9579887290435012,0.5901970853501497,2,0,1,0,1,5,13,20
1,0,1,4,0,0,8,2,1,6,4,5,1,0,0,3,2,6,-0.059060765005841856,1.8498824009630503,2,0,1,0,2,5,11,9
4,0,1,3,0,1,0,2,0,6,4,5,5,0,0,3,2,5,-0.059060765005841856,-0.5442638586190858,2,0,1,0,1,5,0,16
0,2,1,3,0,2,3,2,0,6,4,5,1,2,0,2,2,6,-0.11590269644483972,-0.42764463996140556,3,0,1,0,2,5,15,17
2,0,1,3,0,1,0,2,1,5,2,5,1,0,0,0,2,6,-0.059060765005841856,2.243754918118471,2,0,1,0,2,5,1,22
1,0,1,3,0,0,0,2,1,2,4,5,5,0,0,3,2,1,-0.1970840113794941,-0.5442638586190858,2,0,0,0,2,5,4,8
2,0,1,3,0,2,0,2,0,6,2,5,3,0,0,2,2,6,-0.5323405864109738,-0.5442638586190858,2,0,1,0,2,5,0,16
2,0,1,1,0,0,0,2,1,3,4,5,5,0,3,3,2,6,-0.059060765005841856,2.434474261401353,2,0,1,3,2,5,10,15
0,1,1,3,0,1,0,2,1,6,1,5,1,0,0,3,2,6,0.11530225477243938,0.44864884805439376,6,0,1,0,2,5,6,9
4,1,1,4,0,2,6,2,1,4,4,5,3,0,1,1,2,5,-0.8005556835965719,-0.058444864020306686,2,0,0,0,2,3,1,16
5,1,1,4,0,2,0,2,2,7,3,5,4,0,3,2,2,2,-0.17854119376593153,1.2781409496200662,2,0,1,0,1,5,1,12
2,0,1,4,0,1,0,2,1,6,3,5,2,0,3,3,2,1,-0.059060765005841856,2.434474261401353,3,0,1,0,2,5,5,15
0,0,1,4,0,2,4,2,0,6,4,5,4,0,0,2,2,2,-1.4977152121781,-0.5261731005436451,7,0,1,0,2,5,0,3
1,0,1,3,0,1,0,2,1,6,3,5,4,0,0,2,2,6,-0.3842499089128324,1.7673029862821739,2,1,1,0,2,5,0,17
3,0,1,4,0,0,10,2,1,7,4,5,1,0,0,1,2,6,-1.0036327470569772,0.7955874547159414,2,0,1,0,2,5,2,21
2,2,1,1,0,2,0,2,1,6,2,5,5,0,0,3,2,2,-1.202235932551269,0.08908958756978491,2,0,1,0,2,5,10,20
3,1,1,4,0,2,10,2,1,6,4,5,1,0,1,3,2,6,-0.059060765005841856,0.8207437945631652,2,2,0,0,2,2,0,17
2,2,1,1,0,2,0,2,0,6,2,5,5,0,0,2,2,1,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,20
1,1,1,4,0,1,4,2,1,6,1,5,3,0,0,3,2,6,-0.059060765005841856,-0.24011862624425062,2,1,0,3,2,5,9,8
2,1,1,4,0,2,0,2,1,6,4,5,5,0,3,3,3,6,-0.059060765005841856,2.434474261401353,1,0,1,0,2,5,8,18
3,1,1,0,0,0,2,2,1,6,4,5,1,1,0,3,2,1,-0.8889398518621074,-0.5442638586190858,2,0,1,0,2,5,9,8
5,2,1,4,0,3,0,2,2,7,3,5,5,0,3,3,2,1,-0.059060765005841856,1.4415615547278733,2,0,1,0,1,5,1,12
2,0,1,0,1,0,0,1,1,5,4,5,5,0,2,2,2,6,-0.059060765005841856,2.434474261401353,2,0,0,2,2,5,10,15
4,0,1,4,0,0,8,1,1,8,4,5,1,0,0,0,2,6,-1.510941766626499,0.43895591912067267,2,0,0,0,2,4,2,22
2,0,0,4,0,2,2,1,1,5,3,5,3,0,0,1,2,1,-0.5922954437960117,0.5497420983816079,2,0,1,3,2,3,7,0
2,1,1,0,0,0,0,2,1,6,4,5,1,2,0,3,2,0,-1.159457831338891,-0.5442638586190858,2,0,1,0,2,5,9,11
2,0,1,4,0,1,7,2,2,3,2,4,3,0,0,3,2,6,-0.059060765005841856,-0.1105815485733363,2,1,1,0,2,5,13,3
2,1,1,1,0,0,0,2,1,4,4,5,5,0,3,3,2,6,-0.059060765005841856,2.434474261401353,2,0,1,2,2,5,10,15
3,2,1,2,0,1,2,2,1,7,2,5,2,0,1,0,2,6,-0.059060765005841856,0.5549343791528331,2,0,1,1,2,5,0,4
0,1,1,4,0,1,4,2,1,6,4,5,4,0,2,3,2,2,-0.059060765005841856,2.29843019316792,2,0,0,3,2,5,11,7
6,1,1,3,0,2,5,2,2,2,4,5,1,0,2,0,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,9,20
2,1,1,0,0,2,2,2,2,7,4,5,1,0,0,3,2,4,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,9,13
5,2,1,2,0,1,10,2,1,6,2,5,3,0,0,1,2,6,-0.059060765005841856,0.09951400692634338,2,0,1,0,2,5,7,17
3,1,1,0,0,0,2,2,1,6,4,5,1,1,0,3,2,1,-0.8863795497837893,-0.5442638586190858,2,0,1,0,2,5,9,8
1,0,1,4,0,1,8,2,0,7,0,5,1,0,0,0,2,2,-1.510941766626499,1.9351723073592877,3,0,1,0,2,5,1,1
2,1,1,1,1,2,5,0,1,0,3,5,0,0,0,3,2,5,-0.059060765005841856,1.6026542488026878,2,0,1,0,2,5,1,20
3,1,1,4,0,1,0,2,1,6,0,5,1,0,0,3,2,6,-0.0020600759884095154,-0.5052822145646652,6,0,1,0,2,5,9,15
5,0,1,4,0,1,4,0,1,8,2,5,0,0,0,2,2,6,-0.059060765005841856,2.434474261401353,2,0,0,0,2,5,12,20
2,0,1,4,0,1,12,2,2,5,1,5,1,0,0,3,2,2,-1.3976487761032461,-0.23434851502822845,2,1,0,3,1,5,2,11
4,1,1,3,0,0,0,2,3,8,1,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,4,12,16
3,0,1,3,0,2,7,1,1,6,1,5,5,0,2,0,2,6,1.125024058452309,-0.17798283724152197,2,1,0,0,2,5,9,18
2,3,1,1,0,1,5,2,1,7,4,3,3,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,1,2,5,3,12
2,0,1,3,0,1,0,2,1,6,4,5,5,0,0,2,2,5,-0.059060765005841856,2.270540031481004,2,1,1,0,1,5,0,17
0,1,1,2,0,0,0,0,1,1,4,5,2,0,0,3,2,2,-0.572401491573249,-0.5442638586190858,1,0,0,0,2,5,10,15
3,0,1,4,0,2,0,0,1,6,0,5,1,0,2,3,2,6,-0.059060765005841856,1.791110687222756,2,0,1,3,2,5,11,15
1,2,1,2,0,3,1,1,0,7,4,5,3,0,0,3,2,6,-0.059060765005841856,0.9026925850581162,1,0,1,0,2,5,13,17
3,0,0,1,0,0,5,2,1,4,2,5,5,0,3,1,2,1,0.8784338170802738,0.5110722430159838,1,1,1,2,2,5,9,19
2,0,1,1,0,1,0,2,1,1,2,5,1,0,0,3,2,2,-0.059060765005841856,3.384924168539856,3,1,1,1,2,5,1,10
5,0,1,3,0,2,8,2,3,7,4,5,1,0,0,0,2,6,-1.510941766626499,0.23626905350458224,2,0,1,0,2,5,11,21
4,0,1,4,0,1,0,2,1,6,2,5,1,0,3,3,3,1,-0.059060765005841856,2.434474261401353,2,0,1,2,2,5,4,17
3,0,0,4,0,1,3,2,1,6,4,5,5,0,0,2,2,2,-0.059060765005841856,-0.32598939809689464,3,0,1,3,2,5,8,0
2,2,1,2,0,1,0,2,1,3,5,5,3,0,0,3,2,1,-1.0187786593457309,-0.5442638586190858,2,0,1,0,2,5,9,13
2,1,1,4,0,1,5,2,1,8,0,5,1,0,0,0,2,3,-0.9596921932229162,2.0574855788786235,2,0,1,1,2,5,1,1
3,0,1,2,0,1,0,2,1,6,4,5,4,0,0,3,2,1,-0.059060765005841856,-0.21035279126344086,2,0,1,0,1,5,1,16
3,1,1,1,0,2,13,2,1,6,4,5,1,0,0,1,2,6,-0.059060765005841856,0.2583966052529454,2,0,1,0,2,5,3,18
3,1,1,1,0,2,13,2,1,6,4,5,1,0,0,1,2,6,-0.059060765005841856,0.20095118088084019,2,0,1,0,2,5,3,18
6,0,1,1,0,2,5,2,2,5,4,5,4,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,9,20
0,1,1,1,0,2,0,2,1,6,0,5,1,0,0,1,2,5,-1.206298537002335,0.08075458302640537,2,0,1,0,2,5,0,17
3,0,1,4,0,2,0,1,1,6,0,5,1,0,0,3,2,6,-0.059060765005841856,-0.4902810704267595,5,0,1,0,2,5,9,15
2,1,1,3,0,1,0,2,1,5,4,5,5,0,3,3,2,6,-0.059060765005841856,2.434474261401353,2,0,1,0,2,5,10,17
1,1,1,4,0,1,3,2,1,6,1,5,3,0,0,3,2,6,-0.059060765005841856,-0.051658324449671666,2,1,0,3,2,5,9,8
4,1,1,4,0,3,2,2,1,6,1,5,0,0,0,1,2,1,-0.059060765005841856,2.434474261401353,2,1,1,1,1,5,0,20
3,0,1,4,0,2,0,1,1,6,0,5,1,0,0,3,2,6,-0.059060765005841856,-0.40832799934056485,5,0,1,0,2,5,9,15
5,0,0,3,0,0,7,2,1,6,0,5,5,0,0,0,2,2,-0.9135658293224812,-0.5442638586190858,2,0,1,0,2,5,9,20
1,0,1,1,0,1,0,2,1,4,4,5,1,0,0,3,2,4,-0.059060765005841856,1.37707164659358,5,0,1,1,2,5,1,9
2,0,1,4,0,1,0,0,1,7,4,5,5,0,0,2,2,6,-0.059060765005841856,2.434474261401353,2,0,1,0,2,5,2,18
5,2,1,2,0,1,7,2,3,6,2,5,5,0,0,3,2,6,-1.0913389598775112,-0.257305796552108,2,0,1,0,2,5,9,13
3,0,1,4,0,3,10,2,2,6,2,5,2,0,1,3,2,1,-0.8306802802413594,0.38617089869013643,2,1,0,1,1,5,3,12
2,1,1,3,0,2,7,1,1,6,4,5,5,0,2,3,2,6,-0.059060765005841856,2.4237301846170345,2,0,0,0,2,5,9,15
1,0,1,4,1,2,6,2,1,6,1,5,4,0,0,3,2,6,-0.059060765005841856,-0.10256372870824704,2,0,0,3,2,5,10,8
3,1,1,1,0,3,7,0,1,7,2,5,5,0,0,2,2,6,-0.5352045127415033,0.7903109676589013,2,0,0,2,2,5,9,18
3,0,1,4,0,1,0,2,2,7,4,5,1,0,0,0,2,6,-0.059060765005841856,2.434474261401353,5,0,0,0,2,5,1,21
4,1,1,3,0,2,4,2,1,3,3,5,5,0,0,0,2,5,-1.031067141634393,0.11208967480820053,2,0,1,0,2,5,2,16
2,0,1,4,0,0,0,1,1,0,3,5,4,0,3,3,2,6,-0.059060765005841856,2.434474261401353,2,0,1,4,2,5,12,15
4,0,1,4,0,0,7,2,1,7,4,5,1,0,0,0,2,5,-1.2498262804612068,0.8057922831339055,2,0,1,0,2,5,3,21
2,0,1,4,0,1,0,1,1,5,3,5,4,0,0,0,2,5,-0.23357968195256107,0.6873489205780587,2,1,1,3,2,4,1,0
1,1,1,3,0,1,4,2,1,4,2,5,5,0,0,0,2,6,-1.3036136449945086,-0.5442638586190858,2,0,1,0,2,5,0,20
2,0,1,4,0,1,13,1,1,6,5,5,1,1,0,1,2,6,-0.6035951038994356,0.6967690218633131,2,2,0,2,2,3,0,20
2,1,1,4,0,2,11,2,1,6,4,5,1,1,1,3,2,6,-0.059060765005841856,0.9828363733890633,2,2,0,0,2,3,0,18
0,1,1,4,0,2,5,2,1,6,1,5,5,0,0,3,2,5,-0.059060765005841856,-0.5073622919212841,2,0,0,4,2,5,10,7
3,1,1,2,0,3,1,1,1,3,2,5,5,0,0,3,2,6,-0.059060765005841856,0.8452135641131122,1,1,1,0,2,5,15,18
3,1,1,2,0,3,0,1,1,8,3,5,5,0,0,3,2,6,0.6094241910247958,0.9843979123067816,1,0,1,0,2,5,11,17
4,0,1,4,0,1,0,2,1,6,1,5,1,0,3,3,3,1,-0.059060765005841856,2.434474261401353,2,0,1,3,2,5,4,17
