Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,Hour
2,0,1,4,0,2,7,2,1,6,2,5,0,3,0,0,2,0,2.8447012382354724,-0.5442638586190858,2,2,1,4,2,6,9,1
2,0,0,4,0,0,0,2,1,6,2,6,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,4,2,5,3,12
2,2,1,4,0,1,11,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,1.4415615547278733,2,0,0,4,2,5,10,11
3,1,1,4,0,4,0,2,1,8,4,6,5,3,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,1,5,10,17
1,2,1,4,0,0,0,2,1,6,5,7,5,0,3,0,2,6,-0.059060765005841856,0.44864884805439376,2,2,1,3,1,6,3,10
0,0,0,4,0,1,5,2,1,6,2,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,3,0,1,0,2,5,11,18
2,0,0,4,0,2,0,2,3,6,4,5,5,0,3,3,2,6,-0.059060765005841856,0.44864884805439376,2,2,1,1,2,1,12,15
0,2,1,4,0,0,5,2,1,8,2,3,0,0,3,0,2,2,-0.059060765005841856,-0.5442638586190858,2,2,1,3,2,5,4,18
4,0,1,4,1,4,9,2,1,1,2,3,1,0,3,3,2,6,2.8447012382354724,-0.5442638586190858,6,0,1,0,2,5,3,7
1,2,1,4,1,2,0,2,3,6,4,5,5,0,0,3,2,0,2.8447012382354724,0.44864884805439376,2,0,0,0,2,5,10,10
2,0,1,1,0,2,5,2,1,6,4,5,0,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,4
1,1,1,0,0,3,0,2,3,6,2,5,1,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,1,0,0,2,5,10,7
4,0,1,4,0,3,0,2,0,8,5,3,1,0,3,3,2,6,2.8447012382354724,-0.5442638586190858,2,0,1,0,2,5,10,7
6,2,1,4,1,2,5,2,1,6,0,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,8,1,0,1,2,5,12,14
1,0,1,4,0,4,0,2,1,6,5,5,1,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,0,1,2,5,10,16
0,0,1,4,0,2,0,2,1,6,2,5,1,0,0,3,2,2,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,3,19
0,1,1,4,1,2,0,2,1,6,2,5,1,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,1,0,3,2,5,12,22
0,1,1,1,1,2,0,2,1,5,2,0,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,11
2,0,1,4,0,1,8,2,1,6,2,5,5,0,3,0,3,1,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,12,1
5,0,1,4,0,1,5,2,1,5,2,0,5,0,3,3,3,6,-1.510941766626499,-0.5442638586190858,2,1,0,4,2,5,9,13
3,1,1,1,0,0,7,2,2,6,2,5,5,0,0,3,2,6,-1.510941766626499,0.44864884805439376,2,0,1,1,2,5,3,17
1,0,0,1,0,2,9,2,1,6,4,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,3,2,0,1,2,1,11,13
1,1,1,4,0,2,13,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,3,0,1,0,2,5,3,13
6,0,1,1,0,1,0,2,1,6,0,5,5,0,3,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,14
5,1,1,4,0,2,0,0,4,6,2,5,5,0,3,0,3,6,-0.059060765005841856,-0.5442638586190858,2,2,1,4,2,2,11,15
1,0,1,4,0,2,0,2,1,6,5,5,5,0,0,0,2,6,1.3928202366148152,0.44864884805439376,2,0,1,0,2,5,3,1
6,1,1,4,0,1,0,2,3,2,2,6,0,0,3,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,3,16
4,0,1,1,0,3,0,0,1,8,2,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,2,1,4,2,5,12,15
0,0,1,4,0,3,0,2,1,6,1,3,1,0,3,3,3,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,3,23
4,2,1,4,0,3,0,2,3,6,4,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,9,13
2,1,1,4,0,1,5,2,1,6,4,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,11,8
6,1,1,5,0,2,13,2,2,11,5,5,2,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,1,1,5,3,16
3,0,1,4,0,4,5,2,1,8,0,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,12
0,3,1,1,0,0,5,2,1,1,4,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,8
2,0,0,4,0,0,0,2,1,6,2,5,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,0,1,2,5,0,13
1,0,0,1,0,2,5,2,4,8,2,5,5,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,1,0,1,0,2,5,12,18
5,1,1,4,1,2,0,2,3,8,2,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,4,22
2,0,1,4,0,1,5,0,1,2,0,5,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,2,2,5,10,18
0,0,1,1,0,2,0,2,1,6,4,5,5,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,1,0,1,2,5,0,20
5,0,0,4,0,4,6,2,1,8,4,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,19
6,1,1,4,1,2,5,2,1,6,4,5,5,0,3,3,3,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,1,11
3,0,1,4,0,1,0,2,1,4,5,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,3,2,5,1,11
0,1,1,4,0,1,7,2,1,6,2,5,5,2,3,3,2,6,-0.059060765005841856,-0.5442638586190858,6,0,1,4,2,5,10,17
4,1,1,1,0,2,0,2,1,6,2,5,5,0,0,3,2,6,-1.510941766626499,1.4415615547278733,2,0,1,0,2,5,10,16
1,2,1,1,0,1,5,0,1,11,0,5,2,2,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,11,10
2,0,1,4,1,4,0,0,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,21
3,1,1,4,1,0,0,2,1,6,1,5,5,0,0,3,2,1,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,9,16
4,0,1,4,0,2,0,2,1,8,2,5,0,0,0,3,2,2,2.8447012382354724,0.44864884805439376,3,0,1,1,2,5,12,20
5,0,1,4,0,1,14,0,2,6,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,3,13
0,0,0,4,0,1,0,2,0,9,4,1,1,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,1,0,1,2,5,2,22
5,1,1,4,0,3,14,2,2,6,4,5,1,0,0,3,2,3,1.3928202366148152,0.44864884805439376,6,0,1,0,2,5,9,16
0,0,1,4,0,2,5,2,1,6,2,5,1,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,3,0,1,0,2,5,9,13
0,0,1,1,0,2,3,2,2,6,2,5,5,0,0,0,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,3,17
1,1,1,4,0,0,0,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,4,11
3,0,1,4,0,2,9,2,1,6,2,5,5,0,0,3,2,6,-1.510941766626499,0.44864884805439376,6,0,1,0,2,5,9,12
6,1,1,4,0,2,0,2,2,4,4,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,10,13
6,2,1,0,0,0,0,2,1,4,2,5,5,0,0,3,2,5,1.3928202366148152,-0.5442638586190858,2,0,1,3,2,5,15,8
2,0,1,4,0,2,0,2,2,11,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,8,2,0,1,2,1,3,21
4,0,1,2,0,1,9,2,1,6,2,5,1,0,0,0,2,6,-1.510941766626499,0.44864884805439376,2,0,1,0,2,5,5,0
2,2,1,4,0,1,5,2,1,6,4,7,5,0,3,3,3,6,-0.059060765005841856,0.44864884805439376,2,1,0,4,2,5,9,18
4,0,1,4,0,0,0,2,1,4,2,5,0,0,0,3,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,8,16
0,2,1,4,0,3,0,2,2,6,2,7,5,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,1,0,3,2,5,10,20
3,1,1,4,0,3,13,2,1,6,1,3,1,0,0,0,2,2,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,12,19
6,0,1,4,0,0,0,2,1,6,4,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,2,0,1,2,6,5,8
2,2,1,1,0,2,0,2,3,6,2,5,5,0,3,0,2,6,-0.059060765005841856,3.427386968074832,2,0,1,0,2,5,1,23
1,0,1,4,0,1,0,2,1,6,2,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,7,22
1,0,1,1,0,3,0,2,1,8,4,5,5,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,23
2,1,1,2,0,2,0,2,1,2,2,5,0,2,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,0,2,3,10,17
4,0,1,1,0,0,0,2,1,11,0,5,5,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,10,16
3,1,1,4,1,0,0,2,0,11,4,5,1,0,0,3,2,2,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,1,15
2,0,1,4,0,2,13,2,1,6,4,5,1,0,3,3,3,6,-0.059060765005841856,1.4415615547278733,2,0,1,1,2,5,10,13
0,0,1,2,1,3,0,2,2,8,4,5,1,0,0,0,2,1,-1.510941766626499,-0.5442638586190858,2,0,1,0,1,5,3,22
0,0,1,4,0,1,5,2,2,6,2,5,5,0,3,3,3,5,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,7,16
5,0,1,4,0,0,0,2,1,6,5,7,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,0,2,1,1,17
3,2,1,4,0,0,13,2,1,6,2,5,1,0,3,3,3,2,-1.510941766626499,0.44864884805439376,3,0,1,0,2,5,10,17
1,1,1,1,0,4,13,2,1,6,2,7,5,0,0,3,2,6,2.8447012382354724,-0.5442638586190858,2,0,1,0,2,5,10,9
6,0,1,4,1,3,9,2,1,6,4,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,12,8
6,0,1,1,1,2,9,2,1,8,4,5,1,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,16,23
0,0,1,4,0,0,5,2,1,6,4,5,1,0,3,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,1,5,9,17
1,0,1,2,1,2,3,2,1,6,2,5,3,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,1,9
5,1,1,1,0,2,0,2,3,6,2,5,5,2,3,0,3,2,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,21
4,0,1,4,0,2,4,2,1,6,3,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,1,5,16,14
6,0,0,4,0,1,0,2,1,5,4,5,0,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,3,0,1,1,2,5,10,22
1,1,1,4,0,1,0,2,1,6,0,5,5,0,3,3,3,6,-0.059060765005841856,0.44864884805439376,3,1,0,4,0,5,10,7
5,3,1,1,1,1,5,2,1,8,4,5,0,0,3,3,2,6,2.8447012382354724,4.420299674748312,2,0,1,0,2,5,2,11
2,1,1,4,0,0,5,2,1,1,4,3,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,12,11
0,0,0,4,0,4,0,2,2,8,4,5,1,0,0,0,2,6,-1.510941766626499,-0.5442638586190858,8,0,1,0,2,5,15,22
6,0,1,4,0,1,0,2,2,6,4,7,5,0,0,0,2,2,-0.059060765005841856,0.44864884805439376,3,0,1,0,2,5,3,22
0,1,1,4,0,1,10,0,4,6,2,5,5,0,3,0,3,6,1.3928202366148152,0.44864884805439376,2,0,1,3,2,5,12,18
1,2,1,4,1,0,13,2,1,6,2,5,5,0,0,3,0,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,12,15
5,1,1,4,0,0,5,2,0,6,4,5,5,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,2,1,1,4,2,5,10,9
6,0,1,1,0,0,0,2,1,6,2,5,1,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,3,0,1,0,2,5,10,17
0,2,1,4,0,0,10,2,1,6,2,6,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,12,14
4,1,1,4,0,1,5,1,0,6,2,5,1,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,16
3,1,1,4,0,1,5,2,1,6,2,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,1,0,1,0,2,5,10,17
0,0,1,4,0,1,0,2,1,6,0,5,0,0,0,2,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,3
6,0,1,4,0,2,5,2,1,6,2,5,5,0,3,0,3,6,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,9,21
5,2,1,4,0,1,9,2,1,6,2,5,0,0,0,3,2,6,1.3928202366148152,0.44864884805439376,2,0,1,0,2,5,11,15
2,1,1,2,0,0,7,2,1,6,1,5,0,0,3,3,3,5,-0.059060765005841856,1.4415615547278733,2,2,1,3,2,1,10,11
6,1,1,4,0,3,0,2,1,6,2,6,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,1,5,0,8
2,1,1,4,0,2,8,2,3,6,4,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,4
2,0,1,4,0,2,0,2,1,6,4,7,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,4,0,5,10,15
0,1,1,2,0,4,0,2,1,6,4,5,1,0,0,3,2,2,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,3,15
0,0,1,1,0,0,0,2,3,6,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,1,4,2,5,10,11
1,0,1,1,0,2,0,0,1,1,4,5,5,0,3,3,2,1,-1.510941766626499,-0.5442638586190858,2,0,1,1,2,5,10,20
3,2,1,2,0,4,0,2,1,8,4,5,5,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,8,0,1,0,2,5,14,18
6,0,1,1,0,3,3,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,1,0,1,0,1,5,0,12
2,0,1,1,0,4,13,2,1,2,0,5,5,0,0,3,2,0,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,15
0,1,1,4,0,4,0,2,1,6,5,3,1,0,0,0,2,6,2.8447012382354724,-0.5442638586190858,2,0,1,0,2,5,5,21
1,0,0,4,0,0,13,2,2,2,1,5,1,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,8
1,0,1,4,0,1,0,2,1,6,2,7,5,0,3,3,2,2,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,0,11
3,2,1,4,0,1,0,2,3,8,1,5,1,0,0,3,2,2,-0.059060765005841856,1.4415615547278733,3,0,0,0,2,5,9,15
3,0,1,4,0,0,13,2,1,1,2,5,1,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,8,1,0,1,2,5,15,1
3,0,1,1,0,2,8,0,1,6,0,5,5,0,0,0,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,9,22
5,0,1,0,0,0,5,2,1,9,4,1,1,0,0,3,2,6,1.3928202366148152,1.4415615547278733,2,0,0,0,2,5,15,20
3,0,1,4,1,3,5,2,2,8,1,5,5,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,15,17
3,2,1,4,0,2,0,0,1,6,0,5,5,0,3,3,3,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,14
2,0,1,2,0,1,0,2,1,6,0,5,5,0,0,0,2,2,-0.059060765005841856,0.44864884805439376,2,0,1,2,2,5,1,22
5,0,0,2,1,1,0,2,1,6,2,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,9,12
6,0,1,1,0,2,3,2,0,11,5,3,0,0,0,0,2,1,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,12,21
5,2,1,0,0,1,4,2,1,8,4,5,0,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,0,2,2,5,15,13
4,2,1,1,0,0,5,2,3,8,5,5,5,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,12
5,0,1,4,0,1,0,2,1,5,4,7,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,6,0,1,0,2,5,7,6
4,0,0,2,0,3,0,2,0,6,2,5,1,0,3,0,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,15
3,0,1,1,0,2,0,0,0,2,5,3,5,0,0,0,2,6,1.3928202366148152,2.434474261401353,6,0,1,0,2,5,0,23
5,0,1,4,0,2,4,2,1,8,0,5,5,0,0,3,2,6,5.748463241476786,0.44864884805439376,2,0,1,0,2,5,10,9
1,3,1,1,0,1,0,2,1,6,5,5,2,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,3,2,0,1,2,1,12,15
1,3,1,4,0,4,0,2,3,2,2,3,1,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,9,21
6,1,1,4,1,2,0,2,1,8,2,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,11
2,0,1,4,0,0,13,2,3,6,2,2,0,0,0,0,2,6,1.3928202366148152,1.4415615547278733,2,0,1,0,2,5,10,0
6,2,1,4,0,2,5,2,1,6,1,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,13,9
6,1,1,4,0,3,14,2,1,6,2,3,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,5,17
1,1,1,4,0,0,0,2,2,6,4,5,5,0,0,3,2,1,-0.059060765005841856,0.44864884805439376,3,0,1,0,2,5,9,18
6,1,1,4,0,2,5,2,1,6,2,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,17
3,0,1,4,0,1,0,2,1,1,1,5,5,0,3,3,3,5,2.8447012382354724,-0.5442638586190858,2,0,1,1,2,5,1,10
3,0,1,4,0,4,7,2,1,6,2,6,5,0,0,3,2,6,1.3928202366148152,1.4415615547278733,2,2,1,3,1,6,1,13
4,0,1,4,0,2,0,2,1,6,4,5,5,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,2,2,1,1,2,5,9,8
6,1,1,4,0,1,0,2,1,6,4,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,3,0,1,0,2,5,3,7
2,1,1,4,0,3,5,2,3,0,5,3,5,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,12
0,1,1,1,0,0,0,2,1,6,4,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,8,0,1,0,2,5,7,17
1,0,1,2,0,0,0,2,1,6,4,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,0,3,2,5,1,18
3,0,0,4,0,2,0,2,0,4,0,5,1,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,12
6,0,0,4,0,0,5,0,3,8,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,11
4,1,1,1,0,2,14,2,1,6,2,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,8,0,1,0,2,5,0,15
6,0,1,4,0,1,10,2,1,6,5,5,1,0,0,3,2,2,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,15,8
5,1,1,1,0,2,13,0,1,8,0,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,4,0,1,0,2,5,9,12
4,1,1,0,0,5,3,2,1,2,4,5,0,0,0,2,0,2,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,9,22
3,1,1,4,0,0,0,2,1,6,2,5,1,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,23
1,0,1,4,1,4,0,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,8
5,0,1,4,0,1,5,2,1,6,4,5,5,0,0,0,2,6,1.3928202366148152,1.4415615547278733,2,0,1,0,2,5,10,19
0,0,1,1,0,3,5,2,1,6,2,5,1,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,1,0,4,2,5,1,21
0,1,1,2,0,1,8,2,1,6,4,5,0,0,3,3,3,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,0,17
2,2,1,4,0,4,6,0,4,8,2,5,5,0,3,3,2,2,-1.510941766626499,0.44864884805439376,2,2,1,4,2,1,7,15
3,0,1,4,0,3,0,2,1,6,4,5,5,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,11
3,0,1,4,0,2,13,2,3,8,1,5,1,0,0,3,2,1,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,0,10
4,1,1,4,0,1,7,2,1,6,4,5,2,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,0,1,2,5,1,7
6,3,1,4,0,1,0,2,3,8,2,5,5,3,0,3,2,1,-0.059060765005841856,0.44864884805439376,9,0,1,0,2,5,12,14
1,0,0,4,0,3,0,2,1,6,2,5,1,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,9,6
1,0,1,0,0,3,5,2,1,11,5,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,17
4,1,1,4,0,3,0,2,2,6,2,5,0,0,0,3,2,1,-0.059060765005841856,0.44864884805439376,2,0,1,3,1,5,0,13
2,0,1,4,0,2,0,2,1,6,2,6,5,0,3,0,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,17,13
2,1,1,5,0,2,0,2,1,6,2,5,0,0,0,0,2,6,1.3928202366148152,-0.5442638586190858,2,2,0,4,2,5,9,18
4,2,1,4,1,0,0,2,2,6,2,5,5,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,0,3,2,5,1,9
1,2,1,4,0,3,5,2,1,2,2,5,0,0,3,3,3,2,-1.510941766626499,1.4415615547278733,2,0,1,2,2,5,11,16
2,0,1,4,0,3,0,0,1,6,3,5,1,0,0,0,2,6,-1.510941766626499,0.44864884805439376,2,0,1,1,2,5,6,3
5,1,1,4,0,1,0,2,1,6,4,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,1,2,6,1,20
6,0,1,4,0,0,7,2,3,6,5,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,7
4,2,1,4,0,2,10,2,1,6,1,5,5,0,3,0,3,6,-0.059060765005841856,-0.5442638586190858,2,2,0,4,2,5,1,18
2,1,1,4,1,2,14,2,3,8,2,5,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,21
3,2,1,4,0,3,13,2,1,6,4,5,1,0,3,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,3,12
0,0,1,1,0,3,5,2,1,6,2,5,5,0,3,3,3,2,-1.510941766626499,-0.5442638586190858,2,1,0,0,2,5,10,12
6,1,1,4,0,2,0,2,1,6,2,7,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,4,0,1,1,2,5,1,15
3,1,1,4,0,1,7,2,1,6,0,5,0,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,2,1,4,2,6,1,3
4,0,1,4,0,6,0,2,1,6,0,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,15
1,2,1,4,0,0,0,2,1,6,4,7,0,0,0,3,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,0,2,5,9,13
0,0,1,4,0,1,8,2,1,6,4,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,9,2,0,1,2,1,9,14
1,1,1,4,0,3,0,2,4,2,4,5,0,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,1,5,16,15
1,3,1,0,0,2,0,0,1,8,0,5,5,0,0,0,2,6,2.8447012382354724,-0.5442638586190858,2,0,1,0,2,5,0,18
3,1,1,4,0,1,5,2,3,8,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,6,0,1,0,2,5,10,12
1,0,1,4,0,2,6,2,1,8,4,5,0,0,0,3,2,6,-0.059060765005841856,1.4415615547278733,2,0,1,1,2,5,10,13
2,0,1,4,1,2,0,2,3,6,5,3,5,0,2,0,5,1,-0.059060765005841856,-0.5442638586190858,6,0,1,0,2,5,9,2
6,2,0,2,0,5,0,2,1,6,2,5,1,0,0,3,2,6,1.3928202366148152,0.44864884805439376,2,0,1,1,2,5,10,19
6,1,1,4,0,1,0,2,1,6,2,5,5,0,0,3,2,2,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,15,22
3,1,1,4,0,1,0,2,2,6,2,5,1,0,0,3,2,5,-0.059060765005841856,-0.5442638586190858,3,1,0,4,2,5,9,17
1,2,1,4,0,3,5,2,1,6,2,6,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,15
0,1,1,2,0,1,8,2,1,6,2,5,5,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,3,9
0,2,1,4,0,0,7,2,0,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,1,11
4,0,1,1,0,2,8,1,3,3,2,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,3,0,1,3,2,5,4,18
6,0,1,4,0,3,0,2,2,6,2,5,1,0,0,0,2,2,-1.510941766626499,1.4415615547278733,2,0,1,0,2,5,1,22
0,1,1,0,0,1,0,2,1,6,2,5,5,0,3,3,3,1,-0.059060765005841856,2.434474261401353,4,0,1,0,2,5,3,8
1,0,1,1,0,2,15,2,3,2,2,5,5,0,3,3,3,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,2,5,11,17
4,0,1,4,0,2,5,2,1,6,2,6,5,0,0,3,2,6,1.3928202366148152,-0.5442638586190858,2,0,1,2,2,5,3,21
